약국,경도,위도
태창약국,126.7643313,37.6695383
비타민약국,126.721868,37.6049379
경희선제당한약국,126.8184583,37.2100312
우리약국,127.0926379,37.3147961
에버그린약국,126.8277315,37.3123063
365행복약국,126.7220901,37.4015154
계산약국,126.7287171,37.5429398
아산약국,127.4471046,37.2785424
수약국,126.9625171,37.3622378
맑은샘온누리약국,126.644397,37.3783946
송산온누리약국,127.0986098,37.7449282
수약국,126.7176874,37.7246771
발안남서약국,126.9049602,37.1299987
튼튼약국,126.6433899,37.6370239
무지개약국,126.866116,37.4751214
스타약국,127.0517449,37.7441845
건강당약국,127.0529534,37.9001908
새소망약국,127.3020098,37.6572373
분수대약국,126.7233507,37.4895676
하늘빛약국,127.0717872,37.3003296
우리팜약국,126.7221433,37.5285769
광교튼튼약국,127.0697541,37.2976618
유승약국,126.7769728,37.6740494
밝은약국,127.258701,37.4084831
참사랑약국,126.8319646,37.6301157
햇님약국,126.8062273,37.3430072
건강백세약국,127.1066794,37.3503551
뉴본약국,126.8171043,37.3418439
바른약국,126.6765279,37.4134271
위례광장약국,127.1421227,37.4665126
두리약국,126.6457125,37.532087
신세계온누리약국,126.933756,37.4048276
대원약국,126.7619659,37.6702816
현대약국,126.8096277,37.4712481
이층종로약국,126.8633184,37.2962273
덕소메디칼약국,127.2136656,37.5861275
마음속약국,127.1877634,37.2309265
여울약국,127.0907194,37.1962517
하늘약국,127.1282197,37.4105955
연세약국,126.7659773,37.6665669
상록온누리약국,126.8658778,37.3013879
미약국,126.8204203,37.6207558
제중약국,127.0513988,37.738858
나눔약국,126.7277899,37.5355668
루원서울약국,126.6701182,37.5242529
호생약국,127.042457,37.213946
파랑새약국,127.0754733,37.1415539
호매실역 약국,126.9529603,37.2743275
아란온누리약국,127.1888298,37.5579111
미래온누리약국,126.8172191,37.6257722
호두약국,126.880998,37.462547
상현약국,127.0686237,37.2967402
청정약국,126.8369732,37.3145175
담방사거리약국,126.7390452,37.4436635
건중약국,128.5964129,35.8995539
판교한솔약국,127.0889722,37.3900263
손약국,126.7260914,37.4910161
기쁨약국,126.7633869,37.6687646
정왕국대약국,126.7515245,37.3446869
파란약국,127.1228679,37.3879155
참약사 꿈약국,126.7637605,37.7292709
은하약국,126.7647145,37.5050423
정약국,127.1430315,37.6022305
서정온누리약국,127.0539603,37.0576314
일등약국,127.0561296,37.0819618
대명약국,126.7025566,37.5080267
우리약국,127.1978217,37.5325678
더사랑약국,126.7881862,37.4873358
자연앤약국,127.0715755,37.2000317
구생약국,126.8215714,37.525888
시화청담약국,126.7007565,37.3184832
영종길온누리약국,126.5574799,37.4872993
온약국,126.6236296,37.6429991
역곡그린약국,126.8111066,37.4844859
행복한2층약국,127.0874244,37.7374989
엄마손약국,127.2347296,37.6456597
미소약국,126.7747198,37.7572546
유명약국,127.0585318,37.7479847
진약국,126.8051859,37.5243795
선교녹십자약국,127.3185567,37.9585381
보림약국,127.4426694,37.2807116
우리네온누리약국,126.9209938,37.3997552
광명마더스약국,126.8773766,37.4703358
아침햇살약국,127.2370808,37.6428401
유진약국,127.6332518,37.1177958
서울약국,127.454465,37.2913705
송정온누리약국,127.4346859,37.2956867
다원약국,126.7730987,37.657367
동백미소약국,127.1608964,37.2815742
성빈약국,127.0199826,37.2533636
우리들약국,127.0433496,37.7288009
참좋은약국,127.1464907,37.5952597
하늘약국,126.6732312,37.5181481
평화약국,126.7500851,37.6736438
타운약국 트레이더스킨텍스점,126.7441865,37.6616152
관양우리약국,126.9571561,37.4042004
간석열린약국,126.7080077,37.4619006
위례중앙약국,127.142939,37.4727089
수원 행복약국,127.0113991,37.2664214
대경약국,126.9732282,37.2236813
바로약국,127.1336461,37.6008782
그린프라자약국,126.9581865,37.3725247
건강한 용약국,126.7348015,37.5365393
운정건강약국,126.7516807,37.7312761
365열린약국,127.4546898,37.2746581
거모보룡약국,126.784886,37.3438605
푸른약국,127.1146681,37.3207124
화성제일약국,126.8333717,37.217751
원약국,126.7737463,37.6577626
백두산약국,127.1301776,37.4402009
솔빛약국,126.636685,37.4729875
오가네약국,127.0233501,37.2598497
은지약국,126.8093276,37.7432584
더튼튼약국,126.734586,37.3738892
우리약국,127.0686193,38.0242444
이화약국,126.6270102,37.6436587
2층엔약국,127.1521046,37.6254944
주생명약국,126.7927422,37.4430352
서가종로온누리약국,127.1283068,37.4396464
솔빛동양약국,127.0515495,37.4873416
늘푸른약국,126.8296705,37.3347291
연분홍약국,127.2970131,37.652385
365약국,126.7378296,37.5309654
다정약국,127.2441105,37.6544952
123약국,127.0515495,37.4873416
양재소망약국,127.0407553,37.4722051
코코약국,126.7250512,37.4909488
두리약국,126.9761157,37.3948992
스카이약국,126.9679139,37.3602464
올리브약국,127.1427026,37.4734648
연인산약국,127.515489,37.8241123
연세약국,126.6832754,37.567428
신라약국,126.9578147,37.3967621
바른손약국,127.0468138,36.9613202
온약국,126.7363497,37.3992223
코리아약국,126.8343319,37.6237787
신미주사랑약국,127.2066726,37.1921654
꽃뫼약국,127.2004375,37.55265
태양약국,126.6941886,37.4595136
바른약국,126.6613554,37.6452555
유킹스파머시가까운약국,126.826504,37.318855
다솜약국,127.0117078,37.2540227
튼튼약국,127.0019796,37.2739979
관악정성약국,126.9429106,37.3960738
기범약국,127.1628309,37.4404062
평촌하늘약국,126.9632766,37.3938614
유화약국,126.7951554,37.7259295
형제약국,126.9252238,37.4833346
여의도미소약국,126.9266154,37.5217254
백상약국,126.9266154,37.5217254
맨하탄길약국,126.9269566,37.5207575
은혜약국,126.9269566,37.5207575
열린약국,127.0538357,37.8920735
구름약국,126.7488715,37.6616746
지축퍼스트약국,126.9146782,37.6488094
남양나무약국,126.8322769,37.2097486
올바른한약국,126.6674783,37.643773
창호약국,127.4641518,37.3062886
모래내 참사랑약국,126.7211462,37.4522739
중앙온누리약국,126.9113675,37.1312317
새봄이온누리약국,126.6795574,37.639033
송도이음약국,126.6401511,37.4023784
고양하나로약국,126.7466235,37.6829376
창현약국,127.3042044,37.6523052
은화약국,126.4863685,37.7464122
조은약국,126.7151139,37.3627494
바로약국,127.0793781,37.2174976
수원역365약국,127.0016025,37.2661624
송내메디칼약국,126.7526028,37.488347
원약국,126.8163423,37.5265466
해맑은약국,126.8163739,37.5271492
파란약국,127.1072809,37.1660899
수약국,127.1382473,37.5870676
하나약국,127.047788,37.2730724
국민약국,127.0448571,37.7486588
연두약국,126.8465121,37.3348129
선약국,126.8062741,37.3695561
성심온누리약국,127.0699317,37.1487558
로뎀온누리약국,126.9443739,37.3465627
성남미래약국,127.1593114,37.4513248
동안약국,126.6826147,37.5667006
수약국,127.0503856,37.2937412
조은맘 약국,126.9102706,37.1150199
새경안약국,127.2564465,37.4092298
고덕중앙약국,127.0343905,37.0180474
수약국,126.6989063,37.4572857
이음약국,127.1509974,37.6270788
강산약국,126.7600697,37.7145065
필약국,127.1104524,37.7292267
샘약국,127.1398067,37.3717266
새봄약국,126.6836221,37.4059982
가남 프라자약국,127.544715,37.204053
별내우리약국,127.1135541,37.6496436
호평마트약국,127.2430743,37.6550675
지축온누리약국,126.9149833,37.6495361
가까운약국,126.925477,37.3933866
봉담메디컬약국,126.9586387,37.2171678
뜰약국,126.9353531,37.3983756
사거리현대약국,127.1175702,37.5263655
미소약국,127.0875488,36.9921415
데일리약국,126.7551256,37.6733438
빨간문약국,127.0511193,37.7502615
미소약국,126.7003221,37.6268581
아리랑약국,127.4913515,37.2518913
튼튼약국,127.2583367,37.4092985
우리정감약국,127.2037885,37.2352227
약초약국,126.9468032,37.3566333
스퀘어365약국,126.6836221,37.4059982
판도라동탄약국,127.0714265,37.2004684
한양봄약국,126.8382556,37.3001171
로이약국,126.7637605,37.7292709
목련약국,126.7476991,37.4939204
햇살약국,126.8477681,35.1554918
상무중앙약국,126.848919,35.1521051
참약사참약국,127.1229707,37.1821552
참약사수약국,126.7947735,37.4511112
부평건강약국,126.7258004,37.5049876
준약국,127.1008974,37.3194718
세류온누리약국,127.0107247,37.2538748
스타약국,126.8447486,36.9877168
제일온누리약국,127.127983,37.3814323
비전약국,127.104453,37.0043914
보람약국,127.4450083,36.8602979
메디팜비타민약국,126.7819969,37.4822959
정다운온누리약국,126.8895035,37.6634779
고촌가을약국,126.7639002,37.5932156
참조은약국,126.6603682,37.6135777
광장약국,129.1756378,35.3219389
라라약국,126.8837295,37.4201708
큰집약국,127.1984514,37.2407619
별빛약국,126.8840222,37.6507456
신이화약국,126.7278143,37.536781
365열린약국,126.6529239,37.5321316
플러스약국,126.989082,37.308855
사랑약국,127.1247612,37.658579
하남스타약국,127.2238404,37.5454628
자연약국,126.8756271,37.8487319
석수약국,126.911985,37.4097006
정다운온누리약국,127.1276285,37.3312751
세종온누리약국,128.3176,36.1391366
햇살온누리약국,127.0410309,37.7604719
청춘약국,127.0420938,37.2757543
해봄약국,126.7040419,37.5062375
한결약국,126.6512469,37.462661
아크로약국,126.9565208,37.3923016
베스트팜약국,126.9611624,37.3854615
옵티마미소약국,128.1276299,35.1673351
부평제일약국,126.7214273,37.4937413
청춘약국,127.1091443,37.2965659
혜담약국,127.0466275,37.7422036
푸른온누리약국,126.9598231,37.2721161
편한우리약국,126.7692326,37.5025764
이도온누리약국,126.6486992,37.5323941
햇살온누리약국,127.0941014,37.8198373
크란츠온누리약국,127.1592797,37.432633
운정사랑약국,126.7352236,37.7281825
조아약국,126.7965028,37.3306556
유성대학약국,127.3256269,36.3748364
송우늘푸른약국,127.1450427,37.8278021
탄탄약국,126.8910557,37.6645257
단원수약국,126.8119282,37.3004166
스마트약국,126.7537185,37.5051724
늘품약국,127.2717676,37.4017109
은약국,126.770416,37.5160961
그린온누리약국,127.1534204,37.6229267
분당햇살약국,127.1292477,37.4109685
참사랑약국,126.8045521,37.5192883
봄약국,127.0545878,37.7263675
메디팜유경약국,126.8096277,37.4712481
청라천사약국,126.6456662,37.5338732
효자당약국,126.9215155,37.3971233
은계호수약국,126.8038941,37.4371238
맑은샘약국,126.7019139,37.5036343
가톨릭보령당약국,127.0272865,37.2765929
옥천믿음약국,127.4602536,37.5209777
하이팜약국,126.941891,37.2734451
한솔약국,126.8174772,34.451102
의성약국,128.6944934,36.3556972
늘푸른약국,128.693901,36.3550561
건강이열리는약국,126.8159956,37.3419576
청라바른약국,126.6278765,37.5391624
호랑이약국,126.6332894,37.3937819
주안약국,126.6804073,37.460156
종로약국,126.5626541,33.2482919
바로약국,127.0109267,37.2537068
파랑새 약국,127.7316485,37.861891
보배약국,127.0968913,37.2031679
해바라기약국,126.9425276,37.273964
스타약국,127.446398,37.2765781
송도골드약국,126.648703,37.3969601
지수약국,126.8156993,37.3419932
이로운약국,126.726258,37.3984464
우리약국,126.99274,37.3062888
길약국,126.9326383,37.4000271
동탄공원약국,127.1072462,37.1681658
정든약국,127.1301328,37.409596
호약국,126.935814,37.3724584
우리온누리약국,126.8091033,37.6754406
한솔약국,127.2567952,37.0129952
발안터미널약국,126.9089979,37.1326699
안성보룡약국,127.2681234,37.007969
모범약국,127.0832813,37.3197105
모란시민약국,127.1284766,37.4297249
성남참조은약국,127.1392495,37.4434433
향산우리약국,126.7473353,37.6182001
하늘약국,126.7367378,37.729584
부평온누리약국,126.7224547,37.499556
평화온누리약국,126.7998884,37.6676488
송도이레약국,126.6480176,37.3980293
굿밸런스온누리약국,127.0502292,37.2783438
성원약국,126.9037833,37.4337133
미소짓는 약국,127.4546013,37.2915692
경기약국,127.231545,37.3931242
맑은샘약국,127.1386027,37.5919339
어바인4층약국,126.9570935,37.3730188
레몬약국,126.7443206,37.7205247
여니약국,126.7432352,37.3442995
바른약국,126.8025633,37.4373532
봄날약국,127.1070967,37.3652742
한일약국,126.8490071,37.3319477
구월우리약국,126.703264,37.4440249
건강약국,126.8796879,37.4350351
별내온누리약국,127.1238719,37.6473288
세화약국,126.9111277,37.4105142
메디컬우리약국,126.7872165,37.5023407
송정온누리약국,126.8109723,37.5610119
사랑약국,127.2687647,37.0075611
수약국,128.4409086,35.7806638
핑크약국,127.1096443,37.2076133
이화마돈나약국,126.7458928,37.7117382
올리브약국,126.67488,37.593947
스마트약국,126.648443,37.3668854
수 약국,127.0932062,37.816633
호랑약국,127.0018614,37.2735426
큰사랑약국,126.8162857,37.3081662
이층약국,126.7105494,37.4421653
포근약국,127.045192,37.247451
나음온누리약국,127.1288204,37.1896357
퍼스트케어약국,127.1542956,37.4432345
보배약국,126.7221136,37.5309442
안성온누리약국,127.2683648,37.0075246
연세건강약국,127.1512994,37.2696501
굿모닝 약국,127.2676156,37.0077318
중앙1번약국,126.8870632,37.4242146
하나온누리약국,127.1416566,37.6016252
보명당약국,128.6151131,35.8742388
서울약국,126.9945147,37.7868601
위드팜신한솔약국,127.079122,37.7580954
센타약국,126.8224868,37.4679981
원종센타약국,126.804578,37.5274058
매교베스트약국,127.0166755,37.2680086
바른약국,126.9745299,37.2688887
영신약국,126.9145285,37.5767963
자곡맑은약국,127.103394,37.4736941
365약국,127.0532456,37.8926877
에이스약국,126.7695768,37.6896493
수성약국,127.013474,37.2902769
365우리약국,127.3178463,37.9574766
효원약국,126.7211376,37.6217308
원흥메디컬약국,126.8740546,37.6512027
우리약국,127.1058023,37.7961972
가톨릭건강약국,127.0273577,37.2768869
평택튼튼약국,127.0907222,37.0090505
연세드림약국,126.6648356,37.5220772
세명약국,127.2623222,37.0102862
효양약국,127.4795448,37.2598776
별내샛별약국,127.1316608,37.6652718
쉼터약국,126.8386131,37.3127276
플러스약국,126.6484574,37.3984477
기쁨약국,127.0668691,37.157871
세종대학약국,127.6245661,37.3013632
안양제일약국,126.9242523,37.3937628
시민약국,127.1383998,37.4438337
마석왕약국,127.3069496,37.6521383
남문로약국,127.0169997,37.2783416
웰팜약국,127.0192671,37.6092194
마루약국,127.0558468,37.2452099
더사랑약국,126.7685053,37.6634852
경희행복한약국,126.8347923,37.6235504
오거리약국,127.1345998,37.4459778
장미마을현대온누리약국,127.1310946,37.4155808
라온약국,127.1151442,37.3653083
해봄약국,126.6860613,37.4927893
프라자약국,126.7511979,37.6682829
햇님약국,126.6620373,37.4721127
열린온누리약국,126.7283879,37.3630569
도담약국,126.7937049,37.3806754
산들약국,126.8127211,37.4621557
신성모약국,126.7068434,37.4526099
파란온누리약국,127.1120832,37.3207465
21세기약국,126.9823913,37.2961344
이마트약국,126.9824321,37.2708995
금주약국,127.1317709,37.4404986
빛가온약국,126.8822104,37.4176904
서울바른약국,126.8231674,37.4667519
곰돌이약국,126.8957959,37.6486126
덕은온누리약국,126.8706296,37.5794583
더나은약국,129.2705495,35.552417
백화점약국,127.3175786,37.9567237
한미소약국,126.7531572,37.5126117
초록약국,127.085605,37.8000169
한솔약국,127.0378655,37.5699762
한사랑약국,126.8964552,37.100895
서현종로약국,127.125205,37.3870906
사랑의약국,127.1255199,36.9924366
현대약국,127.0696128,37.7522708
효정약국,126.7840389,37.4880185
태양약국,127.1108903,37.2793531
소망약국,127.3386965,37.3501502
다정약국,127.1476237,37.8296512
은비약국,126.8022264,37.436579
나라약국,126.7256787,37.5023191
체리약국,126.7008867,37.4451296
뉴(new)현대약국,126.6433868,37.4616278
라온약국,126.994991,37.290687
행복약국,127.0137011,37.2047277
고마운약국,127.0594225,37.266501
사랑약국,126.7699895,37.5087537
윤약국,127.134825,37.5923571
고양힐약국,126.9012439,37.7171569
장온누리약국,126.7737169,37.5027793
한마음약국,127.1059136,37.2441259
햇빛약국,127.0355988,37.6655586
나라약국,126.9702237,37.5447058
숙명온누리약국,126.9667866,37.5450385
서울온누리약국,127.1144393,37.3631684
보정해맑은 약국,127.1103122,37.307705
이약국,126.9220714,37.3986235
포레나약국,127.0928766,37.3401906
모비우스햇살약국,126.9515756,37.3909124
참조은약국,127.0513932,37.7402278
우림약국,127.5106139,37.8329561
은현약국,127.0240265,37.8746223
우정약국,127.1341686,37.6003033
감초온누리약국,127.4937771,37.676908
꿈빛온누리약국,127.1868966,37.2323506
동서약국,126.7237705,37.4019437
판교파미어스약국,127.0983341,37.4134038
유명약국,126.9909544,37.2851961
풍무온누리약국,126.7225764,37.6048772
오렌지약국,126.7378835,37.5207082
그린온누리약국,127.1114203,37.2890935
이화약국,127.1808911,37.717616
예닮약국,126.7638023,37.6791449
파주이화약국,126.7761916,37.7594074
동서약국,127.0831144,36.9962101
현진약국,127.0849269,37.3084997
광장약국,127.1382319,37.4441514
연세태산약국,126.9778644,37.2502678
우리온누리약국,126.9517838,37.3903483
동네약국,127.0810234,37.3107116
코끼리약국,127.0930221,37.0206347
나래약국,127.0532333,37.2012828
청춘약국,127.0622412,37.8456271
바로약국,126.6561666,37.4643936
늘건강약국,127.1775862,37.6587534
덕소프라자약국,127.215894,37.5872899
샘약국,126.6251107,37.6432764
사거리약국,127.0459115,37.7471504
위례미소약국,127.1427026,37.4734648
블루약국,126.6134433,37.5952841
블루팜약국,126.6502766,37.5339038
365약국,127.2018874,37.698992
무지개약국,129.2664428,35.5515264
365웰스팜약국,127.124913,37.6464376
도담약국,127.0681154,37.2968955
하나약국,127.3007457,37.6582946
동탄그린약국,127.0737048,37.2073856
바른마음약국,126.771332,37.6567285
조아약국,127.1336485,37.4460333
참튼튼약국,126.9172893,37.4043105
참좋은약국,127.1487743,37.2769424
레몬약국,127.0972021,37.7445728
이조약국,126.8313787,37.6226513
옵티마백강약국,127.20326,37.234643
은하수약국,127.0852514,37.7366329
새그린약국,126.9573671,37.3724411
하나로약국,127.0718117,37.8011767
연희연세약국,126.6741005,37.5505673
도도약국,127.0907013,37.2026473
건강플러스약국,126.9320481,37.3596767
어진약국,127.1483997,37.4288256
하당약국,126.4244727,34.8023921
목포하당종로약국,126.4221466,34.8013326
행복한미소약국,126.8242013,37.625639
벚꽃약국,127.0572393,37.1602511
늘푸른약국,127.0341752,37.7499239
분당세계로약국,127.1268202,37.410849
지현약국,126.810996,37.3693131
호약국,127.0665046,37.0596424
천사약국,126.7503346,37.4244603
5층구구약국,126.8327834,37.6335929
현대다사랑약국,126.8089686,37.4711484
배꽃온누리약국,126.7347368,37.3821616
하나약국,126.8446623,37.6187633
태평양약국,127.1646788,37.4580203
늘푸른온누리약국,127.0731132,37.1386476
대건약국,126.9090243,37.1292828
라라약국,126.9536242,37.2753497
동암조은약국,126.6967377,37.4746301
일호약국,126.7251337,37.4915635
주내약국,126.8166629,37.8320376
새봄약국,126.7224885,37.4931554
분당우리약국,127.1424768,37.3697326
즐거운약국,127.1142765,37.3286455
용일약국,126.6669004,37.4526616
늘봄약국,126.748663,37.6752135
진선약국,127.1364122,37.4425119
메디프라자약국,126.7202018,37.5981071
포도약국,126.7036625,37.6333285
365하나로약국,127.0308933,37.2389316
장수온누리약국,127.0569175,37.8928161
영광약국,129.0824914,35.2109919
한솔약국,126.5123303,35.2751235
현대온누리약국,127.0611248,37.2355008
늘행복약국,127.2462077,37.6581815
엘지약국,127.055317,37.239326
골든약국,126.6847015,37.6533313
고색약국,126.9841072,37.2424448
미소약국,126.9604922,37.4033189
큰마음약국,127.1108074,37.2373447
힘찬약국,129.0818921,35.2082526
화정녹십자약국,126.8308395,37.6323754
호호약국,126.7221632,37.4958941
미담약국,126.9310052,37.3959107
꽃님이약국,126.7250556,37.48551
의정부 을지약국,127.0492861,37.7519574
리맥스4층약국,127.1416566,37.6016252
서초구름약국,127.0277491,37.4889159
모아약국,127.1339836,37.605702
프라자약국,127.0715651,37.2765064
선약국,127.0493565,37.7380287
센터약국,127.0499681,37.7414228
참다운온누리약국,127.036073,37.2716626
호원플러스약국,127.0443275,37.723607
건약국,127.100359,36.9917538
부영약국,126.6650469,37.4443962
간석진약국,126.7108791,37.461377
토마토약국,127.2441115,37.6550783
광복약국,126.8655746,37.4896555
마석우리약국,127.3085633,37.6518625
비타민약국,129.0833198,35.2016245
성모약국,127.0428853,37.7386162
바다약국,126.7211585,37.6021001
청안약국,126.6297312,37.4738881
늘픔온누리약국,126.7535144,37.5034976
새봄약국,127.0563534,37.0567321
센트럴일층약국,127.0780476,37.3232084
역곡태평양약국,126.8113145,37.4860311
중동우리들약국,126.7653366,37.4962602
상동온누리약국,126.7538595,37.5067725
백제약국,126.7834416,37.4852236
리젠시약국,127.1102776,37.3762667
새싹약국,126.7490603,37.5669939
우리동네맘약국,126.8407033,37.5152223
일산그린약국,126.778375,37.6828997
양평포도나무약국,127.4947519,37.4903542
미사그린약국,127.1927499,37.5622594
이지약국,127.1917556,37.548155
나무약국,127.1138885,36.9899572
태평양약국,127.0051819,37.9073341
마음약국,126.7772085,37.6538167
예담원한약국,127.1142363,37.379533
미래팜약국,126.6449188,37.4245086
"반가워,약국",127.0760228,37.2479808
다나약국,126.7514998,37.4349141
랜드마크약국,126.6199381,37.415667
경희성수한약국,127.0065003,37.2757926
스타약국,126.8793894,37.4620339
다나약국,126.6684686,37.4644062
후문약국,127.1318224,37.6015648
토마토약국,126.6826962,37.5421341
솔약국,127.0099968,37.4840976
파주경희한약국,126.718137,37.7245513
뜨란채약국,126.7688893,37.7575913
이레온누리약국,127.1471734,37.45109
스마일약국,127.1471734,37.45109
범계역홈약국,126.9522483,37.3895612
착한약국,126.7393501,37.5039991
대웅약국,126.9182579,37.0628933
산성약국,127.149399,37.4544223
바로약국,127.0788318,37.391237
화은약국,127.1142401,37.2235019
솜사탕약국,126.959418,37.3935029
언제나 봄약국,127.0673341,37.1907964
일리치약국,127.0927253,37.3355861
도담약국,126.7049035,37.5131208
희망약국,127.09494,37.3230615
주안튼튼약국,126.6789996,37.4671922
송탄시장약국,127.0558206,37.0560657
으뜸약국,127.1800955,37.7157445
광장약국,127.3180475,37.9577403
금강약국,127.2043444,37.5379661
산들약국,126.9320453,36.9891289
연세하나약국,126.7359431,37.350347
더편한약국,126.6814652,37.4510599
비전굿모닝약국,127.001693,37.265942
삼육종로약국,127.1115683,37.6443591
경희자연한약국,127.0575843,37.5890333
다나약국,127.259358,37.0076238
마음편한약국,126.6401439,37.5337439
조아약국,127.1009503,36.9918232
옥정튼튼약국,127.0921467,37.8210331
밝은미소약국,126.8321555,37.6336275
1번약국,129.0082531,35.3292377
영약국,126.7152048,37.442524
솔약국,126.9317701,37.3606163
봄날약국,126.7597331,37.7128607
다정약국,126.6261073,37.6458416
도매당약국,127.0173547,37.277334
새봄약국,126.7826863,37.4857599
이화태평양약국,127.0251415,37.264255
이강약국,126.7625201,37.5029891
소사본약국,126.7989572,37.4663095
분당이층약국,127.140177,37.3720189
성민대학약국,126.6703929,37.5097261
하늘약국,127.087197,37.7367638
동의샘물약국,126.7733437,37.6705441
새영화약국,127.0107316,37.2929782
다정온누리약국,127.1089962,37.3202104
다산매일약국,127.1551164,37.6148685
보룡약국,127.6354144,37.290955
엄지약국,127.6350318,37.2852171
따뜻한약국,126.7688753,37.6590509
정원약국,126.7603362,37.5930476
솔아름약국,126.7605203,37.6700654
메디약국,127.1917806,37.5766518
청미래약국,126.9522483,37.3895612
햇살가득약국,127.0335523,37.265127
크린팜대학약국,126.8075761,37.6762196
유성약국,126.7131791,37.4648673
셀메드이화약국,126.9204573,37.5933495
아이별약국,126.8849787,37.4479271
중앙판도라약국,126.7082545,37.4511704
센트럴약국,126.8834882,37.4212424
호호약국,127.1725562,37.0075299
사랑인약국,126.7554545,37.5621329
다정약국,126.9323938,37.3851838
신유약국,126.8285276,37.3302213
마을약국,127.2049733,37.6336075
명약국,127.1126122,37.0001234
튼튼약국,126.9321837,36.9892517
가정온누리약국,126.6653351,37.5297217
한사랑약국,127.4475422,37.2811307
큰사랑약국,126.7643313,37.6695383
미그린약국,127.0666998,37.2696617
중앙약국,127.0684721,37.8371569
희망약국,126.6442339,37.4755401
위케어 만수약국,126.7372071,37.4453313
명문당약국,126.9004586,37.4538129
조일약국,127.0883499,36.990608
매탄우리들약국,127.0439442,37.2592373
건강필약국,127.041401,37.2622858
선약국,127.0003154,37.2681505
동암광장약국,126.7025707,37.4715057
훈약국,126.8037225,37.4442027
동아온누리약국,126.8973075,37.4666974
산본온누리약국,126.9409486,37.3708248
힘찬약국,126.7957327,37.4748612
휴베이스명인약국,126.7758164,37.6535719
수온누리약국,126.7363864,37.7287093
시온누리약국,127.0762985,37.2529355
행복한약국,127.2149309,37.2684504
신세계약국,127.5463325,37.2029485
광장약국,126.9643169,37.2587665
보약국,126.7280667,37.5404309
우성약국,126.9214487,37.1300512
행복가득약국,126.7619659,37.6702816
대화역3번출구약국,126.7467626,37.6760788
타임365약국,126.6422561,37.3832947
스타온누리약국,127.060146,37.2710306
미소약국,127.2082592,37.2354431
한누리약국,126.719691,37.4553712
광교프라자약국,127.0501574,37.2927376
고운정약국,126.7112148,37.464687
행복수원제일약국,127.018847,37.2755151
메디칼하나약국,126.7190402,37.62002
스마트약국,126.9646697,37.3960855
그레이스약국,126.7176745,37.7250679
기린약국,126.8180764,37.2089704
도토리약국,126.8880994,37.6525105
365부평프라자약국,126.7225383,37.4941808
다인파랑새약국,126.7920834,37.6448507
3층약국,126.7504499,37.6659014
진서약국,127.2111479,37.6345001
가까운독수리약국,127.1487474,37.2694563
드림약국,126.6749685,37.5651728
척척약국,126.7043906,37.6301781
여름약국,127.0672975,38.0261989
문학모범약국,126.6862395,37.4382726
다인약국,126.93665,37.3712289
미래열린약국,127.1437365,37.4394562
아너스약국,127.0068716,37.2973332
셀메드드림약국,127.1233299,37.3697159
한사랑약국,126.6955926,37.4635081
수인약국,127.1390495,37.5919196
서호약국,126.9635713,37.25881
바른약국,127.1482455,37.3601026
동신온누리약국,126.6595339,37.4450587
매일여는약국,127.0912331,37.5972558
엔파트약국,127.074805,37.593979
신통약국,127.0156882,37.2860048
수약국,126.6474574,37.4479153
두드림약국,126.7350998,37.6711915
성복역 새봄약국,127.0801982,37.3128194
해든약국,126.9228399,37.1310643
알파오메가약국,127.256707,37.4159537
별내중앙약국,127.1236651,37.6468546
한울약국,127.0903644,37.5982973
플러스약국,126.7489215,37.4248367
국진약국,126.976536,37.8972921
나눔약국,127.0217774,37.2755758
큰종로온누리약국,126.994105,37.7868724
엄마손약국,126.6497302,37.3977312
송현제일약국,126.634996,37.4787047
영진약국,126.7168899,37.4300815
원리반월당약국,126.885026,37.2780591
삼환약국,127.1105085,37.4012225
성모그린약국,126.8033991,37.4445416
사랑약국,127.5462242,37.2033256
4층메디컬약국,127.1407261,37.6011493
전주약국,127.1501823,37.4555855
세류중앙약국,127.0072826,37.2618437
보세온누리약국,126.8490647,37.3072855
선화약국,127.1269258,37.4057419
능곡종로약국,126.8217894,37.6261174
정문약국,126.8298112,37.6421297
봄봄온누리약국,127.0288646,37.2677821
금촌코끼리약국,126.7742248,37.757839
봄사랑약국,126.7479218,37.6763775
마두마두약국,126.7781537,37.6526232
미소약국,126.7952894,37.4789657
보듬약국,126.8182138,37.2847159
열린솔약국,126.6856139,37.6135305
야탑스마일약국,127.1282197,37.4105955
봄약국,127.0491306,37.2925601
셀메드자연약국,127.0478937,37.7259792
셀메드수약국,126.6375938,37.3969322
하늘약국,126.7405077,37.5476577
2층우리약국,127.0433266,37.7279274
더샵온누리약국,127.0660073,37.1696464
다원온누리약국,128.6221654,34.890986
아이맘약국,128.6317816,34.8740036
가까운약국,126.933713,37.3590834
의왕종로약국,126.9772055,37.3462737
산강약국,127.0104793,37.2848966
신흥제일약국,127.1505979,37.442481
월드온누리약국,126.8535224,37.2873982
분당약국,127.1229669,37.3594198
수원 참약사 약국,126.9625695,37.2579757
중앙약국,126.9441294,37.3220581
솔미약국,126.7312025,37.5013838
합정365약국,126.914912,37.548427
꿈꾸는약국,126.9405533,37.5126136
별빛약국,127.1262479,37.6454567
지음한약국,126.9404313,37.2759866
정성약국,126.7763374,37.6536014
의정부약국,127.0445231,37.7387725
일번가약국,126.9198836,37.3999457
하나약국,126.7556173,37.7344554
